,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition,province,region
16703,8800,HOUSE,HOUSE,625000,3,224,1,0,0,0,None,1,None,3000.0,0,0,TO_BE_DONE_UP,Flandre-Occidentale,Region Flamande
16704,3001,APARTMENT,APARTMENT,295000,1,59,1,0,0,1,6.0,0,None,0.0,3,0,any_information,Brabant_Flamand,Region Flamande
16705,6800,HOUSE,HOUSE,369000,4,400,1,0,0,0,None,1,None,1620.0,3,0,GOOD,Luxembourg,Region Wallonne
16706,8820,HOUSE,HOUSE,249000,3,204,0,0,0,1,None,0,None,139.0,0,0,GOOD,Flandre-Occidentale,Region Flamande
16707,4800,HOUSE,HOUSE,159000,5,180,0,0,0,1,35.0,0,None,130.0,2,0,TO_BE_DONE_UP,Liege,Region Wallonne
16708,8610,APARTMENT,PENTHOUSE,399550,2,135,1,0,0,1,45.0,0,None,0.0,3,0,AS_NEW,Flandre-Occidentale,Region Flamande
16709,1050,APARTMENT,APARTMENT,3370000,2,271,1,0,0,1,132.0,0,None,0.0,0,0,AS_NEW,Bruxelles,Bruxelles-capitale
16710,4020,HOUSE,HOUSE,129000,2,105,1,0,0,1,40.0,0,None,97.0,2,0,GOOD,Liege,Region Wallonne
16711,4000,APARTMENT,APARTMENT,215000,3,124,1,0,0,1,8.0,1,260.0,0.0,3,0,AS_NEW,,Region Wallonne
16713,7866,HOUSE,HOUSE,287500,2,100,1,0,1,1,25.0,0,None,707.0,3,0,GOOD,Hainaut,Region Wallonne
16714,3300,APARTMENT,APARTMENT,215000,1,81,0,0,0,1,4.0,0,None,0.0,0,0,AS_NEW,Brabant_Flamand,Region Flamande
16715,1880,HOUSE,HOUSE,385000,3,169,1,0,0,0,None,0,None,369.0,3,0,GOOD,Brabant_Flamand,Region Flamande
16717,9810,HOUSE,HOUSE,248500,2,186,1,0,0,0,None,1,None,420.0,0,0,TO_RENOVATE,Flandre-Orientale,Region Flamande
16718,8200,APARTMENT,APARTMENT,462800,2,127,0,0,0,0,None,0,None,0.0,2,0,AS_NEW,Flandre-Occidentale,Region Flamande
16719,8300,APARTMENT,APARTMENT,1150000,2,200,1,0,1,1,None,1,None,0.0,3,0,AS_NEW,Flandre-Occidentale,Region Flamande
16720,4030,HOUSE,HOUSE,238000,3,102,1,0,0,0,None,1,156.0,202.0,2,0,GOOD,Liege,Region Wallonne
16721,3600,APARTMENT,APARTMENT,249000,2,97,1,0,0,0,None,0,None,0.0,0,0,GOOD,Limbourg,Region Flamande
16722,2640,APARTMENT,APARTMENT,428000,2,147,1,0,0,1,50.0,0,None,0.0,3,0,any_information,Anvers,Region Flamande
16723,2900,HOUSE,HOUSE,269000,3,185,1,0,0,0,None,1,None,397.0,2,0,TO_RENOVATE,Anvers,Region Flamande
16724,9000,APARTMENT,APARTMENT,375000,2,94,1,0,0,0,None,0,None,0.0,0,0,any_information,,Region Wallonne
16725,9550,HOUSE,HOUSE,355000,4,170,1,0,0,1,2.0,0,None,335.0,3,0,GOOD,Flandre-Orientale,Region Flamande
16726,8000,HOUSE,MIXED_USE_BUILDING,1195000,3,295,1,0,0,1,50.0,0,None,520.0,3,0,GOOD,,Region Wallonne
16727,1785,HOUSE,VILLA,895000,5,510,1,0,0,0,None,0,None,3164.0,0,0,any_information,Brabant_Flamand,Region Flamande
16728,9300,HOUSE,HOUSE,249000,3,162,1,0,0,1,15.0,0,None,55.0,2,0,AS_NEW,Flandre-Orientale,Region Flamande
16729,3870,HOUSE,HOUSE,75000,1,53,1,0,0,0,None,0,None,0.0,2,0,TO_RENOVATE,Limbourg,Region Flamande
16730,7700,APARTMENT,APARTMENT,133000,2,85,1,0,0,0,None,0,None,0.0,0,0,JUST_RENOVATED,Hainaut,Region Wallonne
16731,1050,HOUSE,MIXED_USE_BUILDING,420000,3,100,1,0,0,0,None,0,None,45.0,3,0,GOOD,Bruxelles,Bruxelles-capitale
16732,1950,HOUSE,HOUSE,875000,3,174,1,0,0,1,None,0,None,703.0,4,0,GOOD,Brabant_Flamand,Region Flamande
16733,8200,APARTMENT,APARTMENT,339000,2,87,1,0,0,1,14.0,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
16734,9500,HOUSE,VILLA,795000,9,476,1,0,0,1,40.0,1,None,1859.0,4,0,AS_NEW,Flandre-Orientale,Region Flamande
16737,8800,APARTMENT,GROUND_FLOOR,325000,2,111,0,0,0,1,34.0,1,90.0,0.0,3,0,any_information,Flandre-Occidentale,Region Flamande
16738,2235,HOUSE,VILLA,698000,4,350,1,0,0,0,None,1,None,1289.0,4,0,AS_NEW,Anvers,Region Flamande
16739,9290,APARTMENT,APARTMENT,500000,6,270,1,0,0,1,None,0,None,0.0,2,0,any_information,Flandre-Orientale,Region Flamande
16740,6840,HOUSE,MIXED_USE_BUILDING,370000,7,428,1,0,0,1,None,1,60.0,342.0,2,0,TO_BE_DONE_UP,Luxembourg,Region Wallonne
16741,6280,HOUSE,HOUSE,280000,3,160,1,0,0,1,20.0,0,None,359.0,2,0,any_information,Hainaut,Region Wallonne
16742,9032,APARTMENT,SERVICE_FLAT,234000,1,60,0,0,0,1,10.0,1,None,0.0,0,0,any_information,Flandre-Orientale,Region Flamande
16743,8400,APARTMENT,APARTMENT,485000,2,97,1,0,0,1,None,0,None,0.0,2,0,AS_NEW,Flandre-Occidentale,Region Flamande
16744,1630,APARTMENT,APARTMENT,285000,2,106,1,0,0,0,None,0,None,0.0,2,0,TO_BE_DONE_UP,Brabant_Flamand,Region Flamande
16745,9940,APARTMENT,APARTMENT,269000,2,90,1,0,0,1,6.0,0,None,0.0,4,0,AS_NEW,Flandre-Orientale,Region Flamande
16746,9170,HOUSE,HOUSE,159000,3,80,0,0,0,0,None,0,None,936.0,4,0,AS_NEW,Flandre-Orientale,Region Flamande
