,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition,province,region
103,1150,HOUSE,HOUSE,1350000,5,220,0,0,0,1,16.0,1,145.0,324.0,3,0,AS_NEW,Bruxelles,Bruxelles-capitale
104,8530,HOUSE,HOUSE,337135,3,173,0,0,0,0,None,0,None,487.0,4,0,AS_NEW,Flandre-Occidentale,Region Flamande
105,8800,HOUSE,HOUSE,130000,2,108,1,0,0,0,None,0,None,117.0,0,0,TO_RENOVATE,Flandre-Occidentale,Region Flamande
106,3040,HOUSE,HOUSE,525000,3,233,0,0,0,0,None,0,None,4166.0,4,0,any_information,Brabant_Flamand,Region Flamande
107,5542,HOUSE,HOUSE,133000,1,62,1,0,0,0,None,1,None,0.0,3,0,GOOD,Namur,Region Wallonne
108,7300,HOUSE,HOUSE,140000,2,91,1,0,0,1,None,0,None,690.0,4,0,GOOD,Hainaut,Region Wallonne
110,1970,HOUSE,HOUSE,550000,3,215,1,0,0,1,38.0,1,100.0,340.0,3,0,TO_BE_DONE_UP,Brabant_Flamand,Region Flamande
111,1180,HOUSE,HOUSE,3850000,5,510,0,0,1,0,None,1,700.0,1025.0,3,0,TO_RENOVATE,Bruxelles,Bruxelles-capitale
112,6730,HOUSE,HOUSE,269000,4,150,1,0,0,0,None,0,None,713.0,4,0,any_information,Luxembourg,Region Wallonne
113,8531,HOUSE,HOUSE,175000,5,186,0,0,0,0,None,0,None,0.0,0,0,TO_BE_DONE_UP,Flandre-Occidentale,Region Flamande
114,2850,APARTMENT,APARTMENT,220000,2,136,0,0,0,1,None,0,None,0.0,2,0,any_information,Anvers,Region Flamande
115,1380,HOUSE,FARMHOUSE,3200000,7,450,1,0,0,0,None,0,None,35000.0,4,1,GOOD,Brabant_Wallon,Region Wallonne
116,3200,HOUSE,EXCEPTIONAL_PROPERTY,550000,4,240,1,0,1,0,None,1,None,10074.0,4,0,TO_BE_DONE_UP,Brabant_Flamand,Region Flamande
117,2000,APARTMENT,PENTHOUSE,945000,3,240,1,0,0,1,36.0,0,None,0.0,3,0,AS_NEW,,Region Wallonne
118,8740,APARTMENT,APARTMENT,349000,3,130,1,0,0,1,15.0,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
119,6870,HOUSE,MIXED_USE_BUILDING,89000,3,180,0,0,0,0,None,0,None,96.0,2,0,TO_RENOVATE,Luxembourg,Region Wallonne
120,7110,HOUSE,HOUSE,120000,3,106,1,0,0,1,None,0,None,158.0,2,0,TO_RENOVATE,Hainaut,Region Wallonne
122,9500,HOUSE,VILLA,849000,2,233,1,0,0,1,None,1,None,13342.0,4,1,any_information,Flandre-Orientale,Region Flamande
123,1140,APARTMENT,APARTMENT,175000,1,50,1,0,0,0,None,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
124,8800,APARTMENT,APARTMENT,240000,1,71,1,0,0,1,18.0,0,None,0.0,2,0,AS_NEW,Flandre-Occidentale,Region Flamande
125,1180,APARTMENT,DUPLEX,335000,3,120,0,0,0,1,2.0,0,None,0.0,2,0,any_information,Bruxelles,Bruxelles-capitale
127,1070,HOUSE,MIXED_USE_BUILDING,595000,3,304,1,0,0,1,40.0,0,None,71.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
128,4101,HOUSE,HOUSE,135000,2,82,1,0,0,1,16.0,0,None,61.0,2,0,GOOD,Liege,Region Wallonne
130,3700,HOUSE,HOUSE,175000,5,140,1,0,0,1,32.0,1,413.0,802.0,2,0,GOOD,Limbourg,Region Flamande
132,9690,HOUSE,HOUSE,281461,3,160,1,0,0,0,None,1,None,510.0,4,0,AS_NEW,Flandre-Orientale,Region Flamande
134,4570,HOUSE,HOUSE,220000,3,142,0,0,0,1,None,1,40.0,110.0,2,0,any_information,Liege,Region Wallonne
135,1000,APARTMENT,APARTMENT,225000,1,65,1,0,0,0,None,0,None,0.0,2,0,GOOD,,Region Wallonne
136,8860,HOUSE,HOUSE,249000,2,150,1,0,0,1,None,1,36000.0,49800.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
137,6060,APARTMENT,APARTMENT,149000,2,78,1,0,0,1,None,0,None,0.0,3,0,GOOD,Hainaut,Region Wallonne
138,5030,HOUSE,HOUSE,325000,3,164,0,1,0,1,None,1,350.0,650.0,3,0,GOOD,Namur,Region Wallonne
140,3620,APARTMENT,APARTMENT,242141,2,81,0,0,0,1,11.0,0,None,0.0,0,0,any_information,Limbourg,Region Flamande
141,1330,HOUSE,HOUSE,435000,3,114,1,0,0,1,25.0,1,394.0,394.0,3,0,JUST_RENOVATED,Brabant_Wallon,Region Wallonne
142,7134,APARTMENT,APARTMENT,175000,2,90,1,0,0,1,5.0,0,None,0.0,3,0,any_information,Hainaut,Region Wallonne
144,8400,APARTMENT,FLAT_STUDIO,168000,1,46,1,0,0,0,None,0,None,0.0,0,0,any_information,Flandre-Occidentale,Region Flamande
146,1180,APARTMENT,APARTMENT,249000,1,61,1,0,0,1,3.0,0,None,0.0,3,0,GOOD,Bruxelles,Bruxelles-capitale
147,8500,APARTMENT,APARTMENT,135000,2,100,0,0,0,0,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
148,2560,HOUSE,HOUSE,335000,3,214,1,0,0,1,11.0,1,100.0,192.0,3,0,any_information,Anvers,Region Flamande
149,4500,HOUSE,HOUSE,349000,4,198,1,0,0,0,None,1,None,518.0,3,0,GOOD,Liege,Region Wallonne
150,4180,HOUSE,MIXED_USE_BUILDING,229000,4,312,0,0,0,1,20.0,0,None,9732.0,4,0,TO_RENOVATE,Liege,Region Wallonne
151,1090,APARTMENT,APARTMENT,129000,1,54,0,0,0,0,None,0,None,0.0,2,0,TO_RENOVATE,Bruxelles,Bruxelles-capitale
152,8620,APARTMENT,APARTMENT,345000,2,80,0,1,0,1,None,1,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
153,2660,HOUSE,HOUSE,235000,1,165,1,0,0,1,7.0,0,None,88.0,2,0,GOOD,Anvers,Region Flamande
154,1140,APARTMENT,FLAT_STUDIO,129500,0,24,0,0,0,1,4.0,0,None,0.0,0,0,any_information,Bruxelles,Bruxelles-capitale
156,7000,HOUSE,VILLA,420000,4,190,1,0,0,1,25.0,0,None,1182.0,4,0,AS_NEW,,Region Wallonne
157,9000,APARTMENT,APARTMENT,385000,2,101,1,0,0,1,3.0,0,None,0.0,0,0,JUST_RENOVATED,,Region Wallonne
158,1180,APARTMENT,APARTMENT,395000,3,120,0,0,0,1,4.0,0,None,0.0,3,0,TO_RENOVATE,Bruxelles,Bruxelles-capitale
159,1180,HOUSE,VILLA,2990000,5,500,1,0,0,1,None,0,None,2500.0,4,0,AS_NEW,Bruxelles,Bruxelles-capitale
160,1200,APARTMENT,APARTMENT,325000,1,60,1,0,0,1,5.0,0,None,0.0,2,0,any_information,Bruxelles,Bruxelles-capitale
161,8420,APARTMENT,PENTHOUSE,575000,3,350,1,0,0,1,20.0,0,None,0.0,4,0,GOOD,Flandre-Occidentale,Region Flamande
162,9620,APARTMENT,APARTMENT,225000,2,96,1,0,0,1,None,0,None,0.0,2,0,GOOD,Flandre-Orientale,Region Flamande
163,1030,APARTMENT,APARTMENT,320000,3,110,1,0,0,1,10.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
164,8793,HOUSE,APARTMENT_BLOCK,535000,2,321,0,0,0,1,122.0,0,None,321.0,0,0,any_information,Flandre-Occidentale,Region Flamande
165,8434,APARTMENT,APARTMENT,255000,2,87,0,0,0,1,None,1,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
166,4470,HOUSE,HOUSE,235000,3,145,1,0,0,0,None,1,100.0,368.0,4,0,AS_NEW,Liege,Region Wallonne
167,2070,APARTMENT,APARTMENT,130000,2,112,0,0,0,0,None,0,None,0.0,2,0,GOOD,Anvers,Region Flamande
168,8434,APARTMENT,APARTMENT,209000,1,67,1,0,0,1,10.0,0,None,0.0,2,0,any_information,Flandre-Occidentale,Region Flamande
169,8900,APARTMENT,APARTMENT,279000,2,96,0,0,0,1,None,0,None,0.0,0,0,any_information,Flandre-Occidentale,Region Flamande
170,9900,APARTMENT,GROUND_FLOOR,211500,2,81,1,0,0,1,11.0,1,None,0.0,4,0,AS_NEW,Flandre-Orientale,Region Flamande
171,8300,APARTMENT,APARTMENT,1350000,0,136,0,0,0,0,None,0,None,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
172,9900,APARTMENT,SERVICE_FLAT,202500,1,74,1,0,0,1,10.0,0,None,0.0,4,0,AS_NEW,Flandre-Orientale,Region Flamande
173,1770,HOUSE,HOUSE,269000,3,176,1,0,0,1,78.0,1,78.0,110.0,2,0,AS_NEW,Brabant_Flamand,Region Flamande
174,8000,HOUSE,HOUSE,189000,2,104,0,0,0,1,10.0,0,None,68.0,2,0,TO_RENOVATE,,Region Wallonne
175,3600,HOUSE,HOUSE,135000,3,224,1,0,0,1,None,0,None,945.0,4,0,any_information,Limbourg,Region Flamande
176,1420,HOUSE,HOUSE,415000,3,150,1,0,0,1,15.0,0,None,166.0,2,0,GOOD,Brabant_Wallon,Region Wallonne
177,9000,HOUSE,HOUSE,439000,7,192,1,0,0,0,None,1,17.0,73.0,0,0,GOOD,,Region Wallonne
180,5310,HOUSE,HOUSE,275000,3,125,1,0,0,0,None,1,1495.0,1495.0,4,0,TO_BE_DONE_UP,Namur,Region Wallonne
181,1040,APARTMENT,APARTMENT,235000,1,65,1,0,0,1,None,0,None,0.0,0,0,GOOD,Bruxelles,Bruxelles-capitale
182,1180,APARTMENT,APARTMENT,320500,2,96,1,0,0,1,6.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
183,1341,APARTMENT,PENTHOUSE,690000,3,183,0,0,0,1,45.0,0,None,0.0,4,0,AS_NEW,Brabant_Wallon,Region Wallonne
184,7640,HOUSE,COUNTRY_COTTAGE,399000,7,308,1,0,0,0,None,1,None,2880.0,4,0,TO_RENOVATE,Hainaut,Region Wallonne
185,4460,HOUSE,HOUSE,179000,5,125,1,0,0,0,None,1,98.0,160.0,2,0,GOOD,Liege,Region Wallonne
186,9870,HOUSE,HOUSE,229500,3,115,1,0,0,0,None,1,None,185.0,2,0,any_information,Flandre-Orientale,Region Flamande
187,9320,HOUSE,HOUSE,219000,3,170,0,0,0,0,None,0,None,401.0,0,0,any_information,Flandre-Orientale,Region Flamande
188,1160,APARTMENT,PENTHOUSE,799000,3,164,1,0,0,1,20.0,0,None,0.0,0,0,AS_NEW,Bruxelles,Bruxelles-capitale
189,1050,HOUSE,HOUSE,550000,7,150,1,0,0,0,None,0,None,52.0,2,0,TO_BE_DONE_UP,Bruxelles,Bruxelles-capitale
190,4100,APARTMENT,APARTMENT,316000,2,102,1,0,0,1,8.0,0,None,0.0,0,0,any_information,Liege,Region Wallonne
191,4690,HOUSE,HOUSE,235000,4,230,0,0,0,0,None,1,None,930.0,3,0,GOOD,Liege,Region Wallonne
192,4140,HOUSE,VILLA,190000,3,177,0,0,0,1,None,0,None,3425.0,4,0,any_information,Liege,Region Wallonne
193,8970,APARTMENT,APARTMENT,365000,3,104,1,0,0,1,None,0,None,0.0,3,0,AS_NEW,Flandre-Occidentale,Region Flamande
194,1050,APARTMENT,APARTMENT,280000,1,60,0,0,0,0,None,0,None,0.0,2,0,any_information,Bruxelles,Bruxelles-capitale
195,8620,APARTMENT,APARTMENT,685000,2,90,1,1,0,1,20.0,0,None,0.0,2,0,AS_NEW,Flandre-Occidentale,Region Flamande
196,1000,APARTMENT,GROUND_FLOOR,925000,2,142,1,0,0,1,None,1,50.0,0.0,0,0,AS_NEW,,Region Wallonne
198,1421,HOUSE,HOUSE,295000,3,167,1,0,0,1,40.0,0,None,217.0,3,0,AS_NEW,Brabant_Wallon,Region Wallonne
199,8300,APARTMENT,APARTMENT,650000,2,92,1,0,0,1,None,0,None,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
200,1421,HOUSE,VILLA,875000,6,302,1,0,0,1,None,1,2500.0,3596.0,4,0,TO_BE_DONE_UP,Brabant_Wallon,Region Wallonne
201,2000,APARTMENT,DUPLEX,470000,2,128,1,0,1,1,13.0,0,None,0.0,2,0,AS_NEW,,Region Wallonne
202,1150,APARTMENT,GROUND_FLOOR,695000,2,140,1,0,0,1,2.0,1,100.0,0.0,3,0,AS_NEW,Bruxelles,Bruxelles-capitale
204,8670,HOUSE,HOUSE,475000,3,169,1,0,0,1,20.0,1,700.0,873.0,0,0,any_information,Flandre-Occidentale,Region Flamande
205,1740,HOUSE,HOUSE,370000,3,171,1,0,0,0,None,1,None,0.0,0,0,JUST_RENOVATED,Brabant_Flamand,Region Flamande
206,8430,APARTMENT,GROUND_FLOOR,220000,1,46,0,0,0,0,None,0,None,0.0,3,0,any_information,Flandre-Occidentale,Region Flamande
207,8970,HOUSE,HOUSE,269000,4,400,1,1,1,0,None,0,None,342.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
208,1050,APARTMENT,DUPLEX,595000,3,135,1,0,0,0,None,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
209,2970,APARTMENT,APARTMENT,765000,2,153,1,0,0,1,62.0,0,None,0.0,4,0,AS_NEW,Anvers,Region Flamande
210,1180,APARTMENT,APARTMENT,1100000,4,200,1,1,0,1,30.0,0,None,0.0,3,0,AS_NEW,Bruxelles,Bruxelles-capitale
211,9420,HOUSE,HOUSE,209000,2,130,1,0,0,1,None,1,100.0,230.0,2,0,GOOD,Flandre-Orientale,Region Flamande
212,8420,APARTMENT,APARTMENT,79900,1,42,1,0,0,0,None,0,None,0.0,0,0,TO_BE_DONE_UP,Flandre-Occidentale,Region Flamande
213,7300,HOUSE,HOUSE,140000,3,156,1,0,0,0,None,0,None,140.0,4,0,GOOD,Hainaut,Region Wallonne
214,7531,HOUSE,HOUSE,550000,5,190,1,0,0,1,None,0,None,5280.0,4,0,TO_BE_DONE_UP,Hainaut,Region Wallonne
215,3080,HOUSE,EXCEPTIONAL_PROPERTY,4950000,6,728,1,0,0,1,100.0,1,20066.0,20066.0,4,1,GOOD,Brabant_Flamand,Region Flamande
216,7110,HOUSE,HOUSE,125000,2,91,1,0,0,1,None,0,None,140.0,3,0,TO_BE_DONE_UP,Hainaut,Region Wallonne
217,1180,HOUSE,VILLA,3650000,6,766,1,0,0,1,60.0,1,1300.0,1500.0,0,1,AS_NEW,Bruxelles,Bruxelles-capitale
218,8400,APARTMENT,FLAT_STUDIO,178000,0,37,1,0,0,1,3.0,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
219,9290,APARTMENT,APARTMENT,240000,2,70,1,0,0,0,None,0,None,0.0,2,0,GOOD,Flandre-Orientale,Region Flamande
220,1560,HOUSE,EXCEPTIONAL_PROPERTY,989000,4,400,1,0,0,1,88.0,1,1000.0,1408.0,4,0,AS_NEW,Brabant_Flamand,Region Flamande
221,1180,HOUSE,HOUSE,890000,4,216,0,0,1,0,None,0,None,252.0,3,0,GOOD,Bruxelles,Bruxelles-capitale
222,8930,APARTMENT,APARTMENT,195600,2,83,1,0,0,1,9.0,1,12.0,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
223,9400,APARTMENT,APARTMENT,457500,4,175,1,0,0,1,None,0,None,0.0,0,0,AS_NEW,Flandre-Orientale,Region Flamande
224,4170,HOUSE,HOUSE,110000,2,69,0,0,0,1,17.0,1,80.0,144.0,2,0,TO_RENOVATE,Liege,Region Wallonne
225,4020,HOUSE,HOUSE,138000,4,92,0,0,0,1,7.0,0,None,91.0,2,0,JUST_RENOVATED,Liege,Region Wallonne
226,2018,APARTMENT,APARTMENT,349500,2,124,1,0,0,1,7.0,0,None,0.0,0,0,AS_NEW,Anvers,Region Flamande
227,7321,HOUSE,HOUSE,137450,3,136,1,0,0,1,21.0,0,None,198.0,2,0,AS_NEW,Hainaut,Region Wallonne
228,4052,HOUSE,VILLA,550000,4,270,1,0,0,1,None,1,1200.0,1400.0,4,0,GOOD,Liege,Region Wallonne
229,9300,HOUSE,HOUSE,249000,3,226,1,0,0,0,None,1,11.0,110.0,0,0,GOOD,Flandre-Orientale,Region Flamande
230,8540,APARTMENT,APARTMENT,229000,2,108,0,0,0,0,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
231,9660,HOUSE,HOUSE,162000,2,210,0,0,0,0,None,0,None,120.0,2,0,TO_RENOVATE,Flandre-Orientale,Region Flamande
232,1420,HOUSE,HOUSE,435000,4,170,1,0,0,1,25.0,1,200.0,280.0,2,0,GOOD,Brabant_Wallon,Region Wallonne
233,9940,HOUSE,HOUSE,335000,3,175,1,0,0,1,50.0,0,None,353.0,3,0,GOOD,Flandre-Orientale,Region Flamande
234,6760,HOUSE,HOUSE,177000,2,100,1,0,0,0,None,0,None,272.0,2,0,GOOD,Luxembourg,Region Wallonne
235,6210,APARTMENT,APARTMENT,150000,2,80,1,0,0,0,None,0,None,0.0,4,0,AS_NEW,Hainaut,Region Wallonne
236,2050,APARTMENT,FLAT_STUDIO,169000,0,40,0,0,0,0,None,0,None,0.0,0,0,AS_NEW,Anvers,Region Flamande
237,4860,HOUSE,VILLA,320000,5,204,1,0,0,1,15.0,1,350.0,428.0,3,0,any_information,Liege,Region Wallonne
238,3620,APARTMENT,APARTMENT,249084,2,84,0,0,0,1,22.0,0,None,0.0,0,0,any_information,Limbourg,Region Flamande
239,8800,APARTMENT,APARTMENT,136700,1,47,1,0,0,1,None,1,None,0.0,0,0,any_information,Flandre-Occidentale,Region Flamande
241,6690,HOUSE,HOUSE,349000,5,486,1,0,0,1,None,0,None,1056.0,4,0,GOOD,Luxembourg,Region Wallonne
242,2020,HOUSE,HOUSE,269000,4,157,1,0,0,0,None,0,None,82.0,2,0,AS_NEW,Anvers,Region Flamande
243,9160,HOUSE,MIXED_USE_BUILDING,1400000,4,666,0,0,1,1,None,1,None,4398.0,4,1,GOOD,Flandre-Orientale,Region Flamande
244,6120,HOUSE,HOUSE,165000,2,80,1,0,0,0,None,0,None,0.0,3,0,GOOD,Hainaut,Region Wallonne
245,3040,APARTMENT,APARTMENT,346821,2,107,1,0,0,1,None,0,None,0.0,0,0,any_information,Brabant_Flamand,Region Flamande
246,1180,APARTMENT,APARTMENT,249000,2,70,1,0,0,1,4.0,0,None,0.0,3,0,GOOD,Bruxelles,Bruxelles-capitale
247,1190,APARTMENT,APARTMENT,450000,2,120,1,0,0,0,None,0,None,0.0,2,0,JUST_RENOVATED,Bruxelles,Bruxelles-capitale
248,9040,APARTMENT,APARTMENT,175000,1,59,0,0,0,1,None,0,None,0.0,2,0,GOOD,Flandre-Orientale,Region Flamande
249,2170,APARTMENT,APARTMENT,134000,1,54,1,0,1,0,None,0,None,0.0,2,0,TO_BE_DONE_UP,Anvers,Region Flamande
250,9070,HOUSE,HOUSE,238000,1,116,1,0,0,1,None,0,None,140.0,3,0,TO_BE_DONE_UP,Flandre-Orientale,Region Flamande
251,7390,HOUSE,HOUSE,324900,4,331,1,0,0,1,40.0,1,274.0,486.0,3,0,GOOD,Hainaut,Region Wallonne
253,1180,APARTMENT,GROUND_FLOOR,288000,1,65,0,0,0,0,None,0,None,0.0,2,0,TO_RENOVATE,Bruxelles,Bruxelles-capitale
254,2000,HOUSE,HOUSE,415000,2,126,0,0,0,1,12.0,0,None,42.0,2,0,AS_NEW,,Region Wallonne
255,9470,APARTMENT,APARTMENT,210000,2,93,0,0,0,0,None,0,None,0.0,0,0,GOOD,Flandre-Orientale,Region Flamande
256,2060,HOUSE,HOUSE,225000,2,86,1,0,0,1,12.0,0,None,43.0,1,0,GOOD,Anvers,Region Flamande
257,8580,HOUSE,HOUSE,199000,2,133,0,0,0,0,None,0,None,346.0,0,0,any_information,Flandre-Occidentale,Region Flamande
259,4000,APARTMENT,APARTMENT,690000,8,292,0,0,0,1,5.0,0,None,0.0,0,0,GOOD,,Region Wallonne
261,1420,APARTMENT,PENTHOUSE,789000,3,168,1,0,0,1,19.0,0,None,0.0,4,0,any_information,Brabant_Wallon,Region Wallonne
262,1490,APARTMENT,DUPLEX,230000,3,110,1,0,0,1,23.0,0,None,0.0,2,0,TO_BE_DONE_UP,Brabant_Wallon,Region Wallonne
263,4180,HOUSE,HOUSE,229000,4,312,0,0,0,1,20.0,0,None,9732.0,4,0,TO_RENOVATE,Liege,Region Wallonne
264,9340,HOUSE,HOUSE,224000,3,160,1,0,0,1,None,0,None,130.0,3,0,GOOD,Flandre-Orientale,Region Flamande
265,8300,APARTMENT,APARTMENT,475000,2,100,0,0,0,1,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
266,1400,HOUSE,EXCEPTIONAL_PROPERTY,650000,6,312,1,0,1,1,60.0,1,1830.0,2050.0,2,0,GOOD,Brabant_Wallon,Region Wallonne
267,7000,HOUSE,HOUSE,135000,4,80,1,0,0,0,None,0,None,39.0,2,0,TO_RENOVATE,,Region Wallonne
268,1770,HOUSE,HOUSE,349000,4,142,1,0,0,1,16.0,0,None,0.0,3,0,any_information,Brabant_Flamand,Region Flamande
269,8300,APARTMENT,APARTMENT,795000,2,78,1,0,0,1,None,0,None,0.0,2,0,AS_NEW,Flandre-Occidentale,Region Flamande
270,4100,APARTMENT,APARTMENT,209000,2,107,1,0,0,0,None,0,None,0.0,0,0,any_information,Liege,Region Wallonne
271,1180,APARTMENT,PENTHOUSE,1450000,3,198,1,0,0,1,135.0,0,None,0.0,4,0,any_information,Bruxelles,Bruxelles-capitale
272,2000,APARTMENT,SERVICE_FLAT,1200000,2,143,1,0,0,1,44.0,0,None,0.0,0,1,AS_NEW,,Region Wallonne
273,9300,HOUSE,HOUSE,275000,3,202,1,0,0,1,30.0,1,450.0,585.0,3,0,TO_RENOVATE,Flandre-Orientale,Region Flamande
275,1040,APARTMENT,APARTMENT,219000,1,55,1,0,0,1,3.0,0,None,0.0,3,0,TO_RENOVATE,Bruxelles,Bruxelles-capitale
276,6700,APARTMENT,APARTMENT,185000,2,105,1,0,0,0,None,0,None,0.0,2,0,JUST_RENOVATED,Luxembourg,Region Wallonne
277,3370,HOUSE,HOUSE,425000,3,460,1,0,0,1,228.0,1,94.0,850.0,4,0,GOOD,Brabant_Flamand,Region Flamande
278,2000,APARTMENT,LOFT,325000,1,90,1,0,0,0,None,0,None,0.0,2,0,JUST_RENOVATED,,Region Wallonne
279,4500,APARTMENT,APARTMENT,199000,2,87,0,0,0,1,5.0,0,None,0.0,2,0,any_information,Liege,Region Wallonne
280,8490,APARTMENT,DUPLEX,219000,3,112,1,0,0,0,None,0,None,0.0,2,0,any_information,Flandre-Occidentale,Region Flamande
281,7500,HOUSE,HOUSE,310000,4,250,1,0,0,1,None,0,None,0.0,2,0,GOOD,Hainaut,Region Wallonne
282,1050,APARTMENT,APARTMENT,295000,2,100,1,0,0,1,1.0,0,None,0.0,2,0,any_information,Bruxelles,Bruxelles-capitale
283,1420,HOUSE,HOUSE,249000,2,97,1,0,0,1,16.0,1,238.0,323.0,3,0,GOOD,Brabant_Wallon,Region Wallonne
284,2230,HOUSE,HOUSE,448000,6,432,1,0,1,0,None,1,None,1309.0,4,0,TO_BE_DONE_UP,Anvers,Region Flamande
285,7090,HOUSE,APARTMENT_BLOCK,220000,3,203,0,0,0,1,22.0,0,None,0.0,2,0,TO_BE_DONE_UP,Hainaut,Region Wallonne
286,3770,APARTMENT,DUPLEX,215000,2,123,0,0,0,0,None,1,None,0.0,2,0,AS_NEW,Limbourg,Region Flamande
287,4420,HOUSE,APARTMENT_BLOCK,295000,4,237,0,0,0,0,None,1,42.0,0.0,3,0,any_information,Liege,Region Wallonne
288,9940,APARTMENT,APARTMENT,279000,2,97,1,0,0,1,8.0,0,None,0.0,2,0,AS_NEW,Flandre-Orientale,Region Flamande
289,9900,HOUSE,HOUSE,438510,3,231,0,0,0,0,None,0,None,360.0,3,0,any_information,Flandre-Orientale,Region Flamande
290,8750,APARTMENT,APARTMENT,256000,2,92,1,0,0,1,19.0,1,80.0,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
291,9600,HOUSE,HOUSE,235000,3,199,1,0,0,1,None,1,None,141.0,2,0,AS_NEW,Flandre-Orientale,Region Flamande
292,2900,HOUSE,HOUSE,239000,3,165,1,0,0,1,None,0,None,187.0,0,0,TO_RENOVATE,Anvers,Region Flamande
293,9890,HOUSE,HOUSE,285000,3,125,0,0,0,0,None,1,None,495.0,0,0,GOOD,Flandre-Orientale,Region Flamande
295,1000,APARTMENT,APARTMENT,399000,2,80,1,0,0,1,8.0,1,40.0,0.0,3,0,AS_NEW,,Region Wallonne
296,1050,APARTMENT,APARTMENT,320000,2,80,1,0,0,1,None,0,None,0.0,0,0,GOOD,Bruxelles,Bruxelles-capitale
297,6040,APARTMENT,APARTMENT,155000,2,76,1,0,1,0,None,0,None,0.0,0,0,JUST_RENOVATED,Hainaut,Region Wallonne
298,8300,APARTMENT,APARTMENT,765000,3,105,1,0,0,1,None,1,None,0.0,0,0,JUST_RENOVATED,Flandre-Occidentale,Region Flamande
299,1180,APARTMENT,APARTMENT,335500,2,96,1,0,0,1,6.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
300,8860,HOUSE,MIXED_USE_BUILDING,480000,5,406,0,0,0,0,None,0,None,812.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
301,4317,HOUSE,VILLA,550000,6,390,1,0,0,1,35.0,1,2000.0,0.0,4,0,any_information,Liege,Region Wallonne
302,6690,HOUSE,HOUSE,149000,2,127,1,0,0,1,None,0,None,112.0,4,0,any_information,Luxembourg,Region Wallonne
303,3300,APARTMENT,APARTMENT,179000,2,70,1,0,0,1,7.0,0,None,0.0,2,0,GOOD,Brabant_Flamand,Region Flamande
304,7742,HOUSE,HOUSE,399000,5,210,1,0,0,0,None,1,None,1011.0,4,0,GOOD,Hainaut,Region Wallonne
305,1050,APARTMENT,PENTHOUSE,1050000,3,172,1,0,0,1,6.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
306,4500,HOUSE,HOUSE,179000,4,150,1,0,0,0,None,0,None,50.0,2,0,GOOD,Liege,Region Wallonne
307,9000,HOUSE,HOUSE,550000,4,170,1,0,0,1,None,0,None,87.0,2,0,AS_NEW,,Region Wallonne
308,1000,APARTMENT,APARTMENT,319000,2,90,1,0,0,0,None,0,None,0.0,0,0,AS_NEW,,Region Wallonne
309,9000,APARTMENT,APARTMENT,289000,2,75,1,0,0,1,10.0,1,None,0.0,0,0,AS_NEW,,Region Wallonne
310,1410,HOUSE,HOUSE,5200000,6,1000,1,0,0,1,50.0,1,14000.0,16000.0,4,1,GOOD,Brabant_Wallon,Region Wallonne
311,4400,HOUSE,HOUSE,115000,1,90,1,0,0,1,24.0,0,None,70.0,2,0,GOOD,Liege,Region Wallonne
312,1150,HOUSE,VILLA,3800000,7,600,1,0,0,1,80.0,0,None,1367.0,4,0,AS_NEW,Bruxelles,Bruxelles-capitale
313,9000,APARTMENT,APARTMENT,367000,2,76,1,0,1,1,12.0,0,None,0.0,0,0,AS_NEW,,Region Wallonne
314,8000,APARTMENT,SERVICE_FLAT,242500,1,55,1,0,0,1,14.0,0,None,0.0,0,0,AS_NEW,,Region Wallonne
315,4500,HOUSE,HOUSE,345000,9,240,0,0,0,1,12.0,0,None,120.0,2,0,AS_NEW,Liege,Region Wallonne
316,1850,APARTMENT,APARTMENT,365000,2,124,0,0,0,0,None,0,None,0.0,3,0,any_information,Brabant_Flamand,Region Flamande
317,8370,APARTMENT,APARTMENT,235000,2,89,1,1,0,0,None,0,None,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
